gen,nd_rank,GDP,GHG,theta_filename,A_filename
2,0,51.325,927.428,gen0002_theta_nd_0000.npy,gen0002_A_nd_0000.npy
2,1,52.9719,928.045,gen0002_theta_nd_0001.npy,gen0002_A_nd_0001.npy
2,2,47.3546,924.003,gen0002_theta_nd_0002.npy,gen0002_A_nd_0002.npy
2,3,50.9241,926.828,gen0002_theta_nd_0003.npy,gen0002_A_nd_0003.npy
2,4,51.6644,927.762,gen0002_theta_nd_0004.npy,gen0002_A_nd_0004.npy
2,5,53.2527,928.409,gen0002_theta_nd_0005.npy,gen0002_A_nd_0005.npy
3,0,52.9719,928.045,gen0003_theta_nd_0000.npy,gen0003_A_nd_0000.npy
3,1,47.3546,924.003,gen0003_theta_nd_0001.npy,gen0003_A_nd_0001.npy
3,2,53.2527,928.409,gen0003_theta_nd_0002.npy,gen0003_A_nd_0002.npy
3,3,52.4238,927.629,gen0003_theta_nd_0003.npy,gen0003_A_nd_0003.npy
3,4,51.191,926.587,gen0003_theta_nd_0004.npy,gen0003_A_nd_0004.npy
3,5,51.9992,927.264,gen0003_theta_nd_0005.npy,gen0003_A_nd_0005.npy
4,0,47.3546,924.003,gen0004_theta_nd_0000.npy,gen0004_A_nd_0000.npy
4,1,51.191,926.587,gen0004_theta_nd_0001.npy,gen0004_A_nd_0001.npy
4,2,51.9992,927.264,gen0004_theta_nd_0002.npy,gen0004_A_nd_0002.npy
4,3,46.5572,919.61,gen0004_theta_nd_0003.npy,gen0004_A_nd_0003.npy
4,4,49.2518,924.636,gen0004_theta_nd_0004.npy,gen0004_A_nd_0004.npy
4,5,49.6861,926.133,gen0004_theta_nd_0005.npy,gen0004_A_nd_0005.npy
4,6,54.1178,927.385,gen0004_theta_nd_0006.npy,gen0004_A_nd_0006.npy
5,0,46.5572,919.61,gen0005_theta_nd_0000.npy,gen0005_A_nd_0000.npy
5,1,54.015,925.226,gen0005_theta_nd_0001.npy,gen0005_A_nd_0001.npy
5,2,49.2634,923.107,gen0005_theta_nd_0002.npy,gen0005_A_nd_0002.npy
5,3,54.1949,927.075,gen0005_theta_nd_0003.npy,gen0005_A_nd_0003.npy
6,0,46.5572,919.61,gen0006_theta_nd_0000.npy,gen0006_A_nd_0000.npy
6,1,54.015,925.226,gen0006_theta_nd_0001.npy,gen0006_A_nd_0001.npy
6,2,49.2634,923.107,gen0006_theta_nd_0002.npy,gen0006_A_nd_0002.npy
6,3,54.6973,927.589,gen0006_theta_nd_0003.npy,gen0006_A_nd_0003.npy
6,4,52.2064,924.215,gen0006_theta_nd_0004.npy,gen0006_A_nd_0004.npy
6,5,54.5677,927.012,gen0006_theta_nd_0005.npy,gen0006_A_nd_0005.npy
6,6,49.7843,923.461,gen0006_theta_nd_0006.npy,gen0006_A_nd_0006.npy
6,7,47.0445,920.396,gen0006_theta_nd_0007.npy,gen0006_A_nd_0007.npy
6,8,51.1907,923.697,gen0006_theta_nd_0008.npy,gen0006_A_nd_0008.npy
7,0,54.015,925.226,gen0007_theta_nd_0000.npy,gen0007_A_nd_0000.npy
7,1,49.2634,923.107,gen0007_theta_nd_0001.npy,gen0007_A_nd_0001.npy
7,2,52.2064,924.215,gen0007_theta_nd_0002.npy,gen0007_A_nd_0002.npy
7,3,51.1907,923.697,gen0007_theta_nd_0003.npy,gen0007_A_nd_0003.npy
7,4,49.1468,922.04,gen0007_theta_nd_0004.npy,gen0007_A_nd_0004.npy
7,5,49.0428,919.02,gen0007_theta_nd_0005.npy,gen0007_A_nd_0005.npy
7,6,51.7987,924.026,gen0007_theta_nd_0006.npy,gen0007_A_nd_0006.npy
7,7,50.1245,923.217,gen0007_theta_nd_0007.npy,gen0007_A_nd_0007.npy
7,8,55.5813,926.597,gen0007_theta_nd_0008.npy,gen0007_A_nd_0008.npy
7,9,54.1165,926.451,gen0007_theta_nd_0009.npy,gen0007_A_nd_0009.npy
7,10,53.0895,924.439,gen0007_theta_nd_0010.npy,gen0007_A_nd_0010.npy
8,0,54.015,925.226,gen0008_theta_nd_0000.npy,gen0008_A_nd_0000.npy
8,1,49.0428,919.02,gen0008_theta_nd_0001.npy,gen0008_A_nd_0001.npy
8,2,53.0895,924.439,gen0008_theta_nd_0002.npy,gen0008_A_nd_0002.npy
8,3,54.1684,925.537,gen0008_theta_nd_0003.npy,gen0008_A_nd_0003.npy
8,4,51.3017,920.029,gen0008_theta_nd_0004.npy,gen0008_A_nd_0004.npy
8,5,54.3655,925.694,gen0008_theta_nd_0005.npy,gen0008_A_nd_0005.npy
8,6,52.9975,923.213,gen0008_theta_nd_0006.npy,gen0008_A_nd_0006.npy
8,7,55.8691,925.858,gen0008_theta_nd_0007.npy,gen0008_A_nd_0007.npy
9,0,49.0428,919.02,gen0009_theta_nd_0000.npy,gen0009_A_nd_0000.npy
9,1,51.3017,920.029,gen0009_theta_nd_0001.npy,gen0009_A_nd_0001.npy
9,2,52.9975,923.213,gen0009_theta_nd_0002.npy,gen0009_A_nd_0002.npy
9,3,55.8691,925.858,gen0009_theta_nd_0003.npy,gen0009_A_nd_0003.npy
9,4,45.0463,917.342,gen0009_theta_nd_0004.npy,gen0009_A_nd_0004.npy
9,5,53.2153,924.07,gen0009_theta_nd_0005.npy,gen0009_A_nd_0005.npy
9,6,53.1448,923.684,gen0009_theta_nd_0006.npy,gen0009_A_nd_0006.npy
9,7,54.7084,924.965,gen0009_theta_nd_0007.npy,gen0009_A_nd_0007.npy
9,8,51.6747,922.031,gen0009_theta_nd_0008.npy,gen0009_A_nd_0008.npy
9,9,51.8253,922.897,gen0009_theta_nd_0009.npy,gen0009_A_nd_0009.npy
9,10,54.0915,924.521,gen0009_theta_nd_0010.npy,gen0009_A_nd_0010.npy
9,11,50.2862,919.289,gen0009_theta_nd_0011.npy,gen0009_A_nd_0011.npy
10,0,51.3017,920.029,gen0010_theta_nd_0000.npy,gen0010_A_nd_0000.npy
10,1,55.8691,925.858,gen0010_theta_nd_0001.npy,gen0010_A_nd_0001.npy
10,2,45.0463,917.342,gen0010_theta_nd_0002.npy,gen0010_A_nd_0002.npy
10,3,54.7084,924.965,gen0010_theta_nd_0003.npy,gen0010_A_nd_0003.npy
10,4,54.4045,924.744,gen0010_theta_nd_0004.npy,gen0010_A_nd_0004.npy
10,5,54.2741,921.083,gen0010_theta_nd_0005.npy,gen0010_A_nd_0005.npy
10,6,54.8587,925.072,gen0010_theta_nd_0006.npy,gen0010_A_nd_0006.npy
10,7,50.4603,917.976,gen0010_theta_nd_0007.npy,gen0010_A_nd_0007.npy
10,8,50.5325,919.071,gen0010_theta_nd_0008.npy,gen0010_A_nd_0008.npy
10,9,55.3293,925.158,gen0010_theta_nd_0009.npy,gen0010_A_nd_0009.npy
11,0,51.3017,920.029,gen0011_theta_nd_0000.npy,gen0011_A_nd_0000.npy
11,1,45.0463,917.342,gen0011_theta_nd_0001.npy,gen0011_A_nd_0001.npy
11,2,54.2741,921.083,gen0011_theta_nd_0002.npy,gen0011_A_nd_0002.npy
11,3,50.4603,917.976,gen0011_theta_nd_0003.npy,gen0011_A_nd_0003.npy
11,4,51.0622,918.006,gen0011_theta_nd_0004.npy,gen0011_A_nd_0004.npy
11,5,56.2915,924.777,gen0011_theta_nd_0005.npy,gen0011_A_nd_0005.npy
11,6,55.4901,924.37,gen0011_theta_nd_0006.npy,gen0011_A_nd_0006.npy
11,7,50.4427,917.719,gen0011_theta_nd_0007.npy,gen0011_A_nd_0007.npy
12,0,45.0463,917.342,gen0012_theta_nd_0000.npy,gen0012_A_nd_0000.npy
12,1,54.2741,921.083,gen0012_theta_nd_0001.npy,gen0012_A_nd_0001.npy
12,2,50.4603,917.976,gen0012_theta_nd_0002.npy,gen0012_A_nd_0002.npy
12,3,51.0622,918.006,gen0012_theta_nd_0003.npy,gen0012_A_nd_0003.npy
12,4,56.2915,924.777,gen0012_theta_nd_0004.npy,gen0012_A_nd_0004.npy
12,5,55.4901,924.37,gen0012_theta_nd_0005.npy,gen0012_A_nd_0005.npy
12,6,50.4427,917.719,gen0012_theta_nd_0006.npy,gen0012_A_nd_0006.npy
12,7,55.9914,924.661,gen0012_theta_nd_0007.npy,gen0012_A_nd_0007.npy
12,8,51.1364,918.526,gen0012_theta_nd_0008.npy,gen0012_A_nd_0008.npy
12,9,54.6928,923.971,gen0012_theta_nd_0009.npy,gen0012_A_nd_0009.npy
12,10,51.6645,918.752,gen0012_theta_nd_0010.npy,gen0012_A_nd_0010.npy
12,11,53.097,920.22,gen0012_theta_nd_0011.npy,gen0012_A_nd_0011.npy
12,12,53.0879,919.995,gen0012_theta_nd_0012.npy,gen0012_A_nd_0012.npy
12,13,55.1649,924.223,gen0012_theta_nd_0013.npy,gen0012_A_nd_0013.npy
13,0,45.0463,917.342,gen0013_theta_nd_0000.npy,gen0013_A_nd_0000.npy
13,1,54.2741,921.083,gen0013_theta_nd_0001.npy,gen0013_A_nd_0001.npy
13,2,50.4603,917.976,gen0013_theta_nd_0002.npy,gen0013_A_nd_0002.npy
13,3,51.0622,918.006,gen0013_theta_nd_0003.npy,gen0013_A_nd_0003.npy
13,4,56.2915,924.777,gen0013_theta_nd_0004.npy,gen0013_A_nd_0004.npy
13,5,50.4427,917.719,gen0013_theta_nd_0005.npy,gen0013_A_nd_0005.npy
13,6,51.6645,918.752,gen0013_theta_nd_0006.npy,gen0013_A_nd_0006.npy
13,7,56.1285,923.739,gen0013_theta_nd_0007.npy,gen0013_A_nd_0007.npy
13,8,53.1677,919.793,gen0013_theta_nd_0008.npy,gen0013_A_nd_0008.npy
13,9,54.8445,922.504,gen0013_theta_nd_0009.npy,gen0013_A_nd_0009.npy
13,10,55.4273,922.925,gen0013_theta_nd_0010.npy,gen0013_A_nd_0010.npy
13,11,51.1537,918.407,gen0013_theta_nd_0011.npy,gen0013_A_nd_0011.npy
14,0,54.2741,921.083,gen0014_theta_nd_0000.npy,gen0014_A_nd_0000.npy
14,1,53.1677,919.793,gen0014_theta_nd_0001.npy,gen0014_A_nd_0001.npy
14,2,49.1213,913.932,gen0014_theta_nd_0002.npy,gen0014_A_nd_0002.npy
14,3,52.2125,917.537,gen0014_theta_nd_0003.npy,gen0014_A_nd_0003.npy
14,4,53.5988,920.759,gen0014_theta_nd_0004.npy,gen0014_A_nd_0004.npy
14,5,44.0017,911.689,gen0014_theta_nd_0005.npy,gen0014_A_nd_0005.npy
14,6,56.7064,921.509,gen0014_theta_nd_0006.npy,gen0014_A_nd_0006.npy
14,7,49.8393,917.329,gen0014_theta_nd_0007.npy,gen0014_A_nd_0007.npy
14,8,53.7926,920.782,gen0014_theta_nd_0008.npy,gen0014_A_nd_0008.npy
15,0,54.2741,921.083,gen0015_theta_nd_0000.npy,gen0015_A_nd_0000.npy
15,1,53.1677,919.793,gen0015_theta_nd_0001.npy,gen0015_A_nd_0001.npy
15,2,49.1213,913.932,gen0015_theta_nd_0002.npy,gen0015_A_nd_0002.npy
15,3,52.2125,917.537,gen0015_theta_nd_0003.npy,gen0015_A_nd_0003.npy
15,4,44.0017,911.689,gen0015_theta_nd_0004.npy,gen0015_A_nd_0004.npy
15,5,56.7064,921.509,gen0015_theta_nd_0005.npy,gen0015_A_nd_0005.npy
15,6,54.1876,919.868,gen0015_theta_nd_0006.npy,gen0015_A_nd_0006.npy
15,7,53.0663,917.673,gen0015_theta_nd_0007.npy,gen0015_A_nd_0007.npy
15,8,55.1759,921.449,gen0015_theta_nd_0008.npy,gen0015_A_nd_0008.npy
15,9,50.5076,916.326,gen0015_theta_nd_0009.npy,gen0015_A_nd_0009.npy
15,10,56.7327,924.634,gen0015_theta_nd_0010.npy,gen0015_A_nd_0010.npy
15,11,51.115,916.741,gen0015_theta_nd_0011.npy,gen0015_A_nd_0011.npy
16,0,49.1213,913.932,gen0016_theta_nd_0000.npy,gen0016_A_nd_0000.npy
16,1,52.2125,917.537,gen0016_theta_nd_0001.npy,gen0016_A_nd_0001.npy
16,2,44.0017,911.689,gen0016_theta_nd_0002.npy,gen0016_A_nd_0002.npy
16,3,56.7064,921.509,gen0016_theta_nd_0003.npy,gen0016_A_nd_0003.npy
16,4,53.0663,917.673,gen0016_theta_nd_0004.npy,gen0016_A_nd_0004.npy
16,5,50.5076,916.326,gen0016_theta_nd_0005.npy,gen0016_A_nd_0005.npy
16,6,51.115,916.741,gen0016_theta_nd_0006.npy,gen0016_A_nd_0006.npy
16,7,53.1566,919.732,gen0016_theta_nd_0007.npy,gen0016_A_nd_0007.npy
16,8,53.2984,919.785,gen0016_theta_nd_0008.npy,gen0016_A_nd_0008.npy
16,9,55.8027,921.129,gen0016_theta_nd_0009.npy,gen0016_A_nd_0009.npy
16,10,49.376,916.133,gen0016_theta_nd_0010.npy,gen0016_A_nd_0010.npy
16,11,57.1217,924.214,gen0016_theta_nd_0011.npy,gen0016_A_nd_0011.npy
16,12,54.9582,919.851,gen0016_theta_nd_0012.npy,gen0016_A_nd_0012.npy
17,0,49.1213,913.932,gen0017_theta_nd_0000.npy,gen0017_A_nd_0000.npy
17,1,52.2125,917.537,gen0017_theta_nd_0001.npy,gen0017_A_nd_0001.npy
17,2,44.0017,911.689,gen0017_theta_nd_0002.npy,gen0017_A_nd_0002.npy
17,3,56.7064,921.509,gen0017_theta_nd_0003.npy,gen0017_A_nd_0003.npy
17,4,53.0663,917.673,gen0017_theta_nd_0004.npy,gen0017_A_nd_0004.npy
17,5,55.8027,921.129,gen0017_theta_nd_0005.npy,gen0017_A_nd_0005.npy
17,6,54.9582,919.851,gen0017_theta_nd_0006.npy,gen0017_A_nd_0006.npy
17,7,54.0202,919.486,gen0017_theta_nd_0007.npy,gen0017_A_nd_0007.npy
17,8,51.9188,916.479,gen0017_theta_nd_0008.npy,gen0017_A_nd_0008.npy
17,9,57.4438,922.634,gen0017_theta_nd_0009.npy,gen0017_A_nd_0009.npy
17,10,48.1444,913.017,gen0017_theta_nd_0010.npy,gen0017_A_nd_0010.npy
17,11,53.404,918.301,gen0017_theta_nd_0011.npy,gen0017_A_nd_0011.npy
17,12,50.5087,914.934,gen0017_theta_nd_0012.npy,gen0017_A_nd_0012.npy
17,13,49.633,914.613,gen0017_theta_nd_0013.npy,gen0017_A_nd_0013.npy
17,14,57.461,923.545,gen0017_theta_nd_0014.npy,gen0017_A_nd_0014.npy
18,0,49.1213,913.932,gen0018_theta_nd_0000.npy,gen0018_A_nd_0000.npy
18,1,52.2125,917.537,gen0018_theta_nd_0001.npy,gen0018_A_nd_0001.npy
18,2,56.7064,921.509,gen0018_theta_nd_0002.npy,gen0018_A_nd_0002.npy
18,3,53.0663,917.673,gen0018_theta_nd_0003.npy,gen0018_A_nd_0003.npy
18,4,55.8027,921.129,gen0018_theta_nd_0004.npy,gen0018_A_nd_0004.npy
18,5,54.9582,919.851,gen0018_theta_nd_0005.npy,gen0018_A_nd_0005.npy
18,6,51.9188,916.479,gen0018_theta_nd_0006.npy,gen0018_A_nd_0006.npy
18,7,57.4438,922.634,gen0018_theta_nd_0007.npy,gen0018_A_nd_0007.npy
18,8,48.1444,913.017,gen0018_theta_nd_0008.npy,gen0018_A_nd_0008.npy
18,9,50.5087,914.934,gen0018_theta_nd_0009.npy,gen0018_A_nd_0009.npy
18,10,57.461,923.545,gen0018_theta_nd_0010.npy,gen0018_A_nd_0010.npy
18,11,50.2232,914.895,gen0018_theta_nd_0011.npy,gen0018_A_nd_0011.npy
18,12,53.8737,917.676,gen0018_theta_nd_0012.npy,gen0018_A_nd_0012.npy
18,13,50.2154,914.456,gen0018_theta_nd_0013.npy,gen0018_A_nd_0013.npy
18,14,55.9412,921.454,gen0018_theta_nd_0014.npy,gen0018_A_nd_0014.npy
18,15,45.0546,911.337,gen0018_theta_nd_0015.npy,gen0018_A_nd_0015.npy
18,16,54.9017,919.352,gen0018_theta_nd_0016.npy,gen0018_A_nd_0016.npy
18,17,52.9118,917.559,gen0018_theta_nd_0017.npy,gen0018_A_nd_0017.npy
18,18,51.4703,916.031,gen0018_theta_nd_0018.npy,gen0018_A_nd_0018.npy
18,19,55.2202,920.45,gen0018_theta_nd_0019.npy,gen0018_A_nd_0019.npy
18,20,55.2478,920.837,gen0018_theta_nd_0020.npy,gen0018_A_nd_0020.npy
19,0,49.1213,913.932,gen0019_theta_nd_0000.npy,gen0019_A_nd_0000.npy
19,1,56.7064,921.509,gen0019_theta_nd_0001.npy,gen0019_A_nd_0001.npy
19,2,55.8027,921.129,gen0019_theta_nd_0002.npy,gen0019_A_nd_0002.npy
19,3,51.9188,916.479,gen0019_theta_nd_0003.npy,gen0019_A_nd_0003.npy
19,4,57.4438,922.634,gen0019_theta_nd_0004.npy,gen0019_A_nd_0004.npy
19,5,50.5087,914.934,gen0019_theta_nd_0005.npy,gen0019_A_nd_0005.npy
19,6,57.461,923.545,gen0019_theta_nd_0006.npy,gen0019_A_nd_0006.npy
19,7,50.2232,914.895,gen0019_theta_nd_0007.npy,gen0019_A_nd_0007.npy
19,8,50.2154,914.456,gen0019_theta_nd_0008.npy,gen0019_A_nd_0008.npy
19,9,55.9412,921.454,gen0019_theta_nd_0009.npy,gen0019_A_nd_0009.npy
19,10,45.0546,911.337,gen0019_theta_nd_0010.npy,gen0019_A_nd_0010.npy
19,11,54.9017,919.352,gen0019_theta_nd_0011.npy,gen0019_A_nd_0011.npy
19,12,51.4703,916.031,gen0019_theta_nd_0012.npy,gen0019_A_nd_0012.npy
19,13,52.3443,916.644,gen0019_theta_nd_0013.npy,gen0019_A_nd_0013.npy
19,14,50.7242,914.997,gen0019_theta_nd_0014.npy,gen0019_A_nd_0014.npy
19,15,45.8291,911.373,gen0019_theta_nd_0015.npy,gen0019_A_nd_0015.npy
19,16,48.5872,911.758,gen0019_theta_nd_0016.npy,gen0019_A_nd_0016.npy
19,17,54.7489,917.071,gen0019_theta_nd_0017.npy,gen0019_A_nd_0017.npy
19,18,46.4356,911.515,gen0019_theta_nd_0018.npy,gen0019_A_nd_0018.npy
19,19,55.8349,921.416,gen0019_theta_nd_0019.npy,gen0019_A_nd_0019.npy
19,20,55.5922,919.376,gen0019_theta_nd_0020.npy,gen0019_A_nd_0020.npy
19,21,50.9439,915.347,gen0019_theta_nd_0021.npy,gen0019_A_nd_0021.npy
20,0,56.7064,921.509,gen0020_theta_nd_0000.npy,gen0020_A_nd_0000.npy
20,1,57.4438,922.634,gen0020_theta_nd_0001.npy,gen0020_A_nd_0001.npy
20,2,50.5087,914.934,gen0020_theta_nd_0002.npy,gen0020_A_nd_0002.npy
20,3,57.461,923.545,gen0020_theta_nd_0003.npy,gen0020_A_nd_0003.npy
20,4,51.4703,916.031,gen0020_theta_nd_0004.npy,gen0020_A_nd_0004.npy
20,5,50.7242,914.997,gen0020_theta_nd_0005.npy,gen0020_A_nd_0005.npy
20,6,54.7489,917.071,gen0020_theta_nd_0006.npy,gen0020_A_nd_0006.npy
20,7,55.5922,919.376,gen0020_theta_nd_0007.npy,gen0020_A_nd_0007.npy
20,8,50.0521,911.226,gen0020_theta_nd_0008.npy,gen0020_A_nd_0008.npy
20,9,53.0144,916.143,gen0020_theta_nd_0009.npy,gen0020_A_nd_0009.npy
20,10,55.0726,918.112,gen0020_theta_nd_0010.npy,gen0020_A_nd_0010.npy
20,11,56.1628,921.184,gen0020_theta_nd_0011.npy,gen0020_A_nd_0011.npy
20,12,55.9557,920.972,gen0020_theta_nd_0012.npy,gen0020_A_nd_0012.npy
20,13,50.3548,913.633,gen0020_theta_nd_0013.npy,gen0020_A_nd_0013.npy
20,14,51.3633,915.064,gen0020_theta_nd_0014.npy,gen0020_A_nd_0014.npy
21,0,57.4438,922.634,gen0021_theta_nd_0000.npy,gen0021_A_nd_0000.npy
21,1,57.461,923.545,gen0021_theta_nd_0001.npy,gen0021_A_nd_0001.npy
21,2,54.7489,917.071,gen0021_theta_nd_0002.npy,gen0021_A_nd_0002.npy
21,3,55.5922,919.376,gen0021_theta_nd_0003.npy,gen0021_A_nd_0003.npy
21,4,50.0521,911.226,gen0021_theta_nd_0004.npy,gen0021_A_nd_0004.npy
21,5,53.0144,916.143,gen0021_theta_nd_0005.npy,gen0021_A_nd_0005.npy
21,6,55.0726,918.112,gen0021_theta_nd_0006.npy,gen0021_A_nd_0006.npy
21,7,51.3633,915.064,gen0021_theta_nd_0007.npy,gen0021_A_nd_0007.npy
21,8,57.2852,921.344,gen0021_theta_nd_0008.npy,gen0021_A_nd_0008.npy
21,9,54.2563,916.33,gen0021_theta_nd_0009.npy,gen0021_A_nd_0009.npy
21,10,52.2971,916.092,gen0021_theta_nd_0010.npy,gen0021_A_nd_0010.npy
21,11,50.8148,912.039,gen0021_theta_nd_0011.npy,gen0021_A_nd_0011.npy
21,12,51.6797,915.702,gen0021_theta_nd_0012.npy,gen0021_A_nd_0012.npy
21,13,56.9883,920.488,gen0021_theta_nd_0013.npy,gen0021_A_nd_0013.npy
22,0,54.7489,917.071,gen0022_theta_nd_0000.npy,gen0022_A_nd_0000.npy
22,1,55.5922,919.376,gen0022_theta_nd_0001.npy,gen0022_A_nd_0001.npy
22,2,50.0521,911.226,gen0022_theta_nd_0002.npy,gen0022_A_nd_0002.npy
22,3,53.0144,916.143,gen0022_theta_nd_0003.npy,gen0022_A_nd_0003.npy
22,4,55.0726,918.112,gen0022_theta_nd_0004.npy,gen0022_A_nd_0004.npy
22,5,54.2563,916.33,gen0022_theta_nd_0005.npy,gen0022_A_nd_0005.npy
22,6,56.9883,920.488,gen0022_theta_nd_0006.npy,gen0022_A_nd_0006.npy
22,7,43.9098,905.572,gen0022_theta_nd_0007.npy,gen0022_A_nd_0007.npy
22,8,58.0644,921.153,gen0022_theta_nd_0008.npy,gen0022_A_nd_0008.npy
22,9,51.992,914.914,gen0022_theta_nd_0009.npy,gen0022_A_nd_0009.npy
22,10,56.5287,920.0,gen0022_theta_nd_0010.npy,gen0022_A_nd_0010.npy
22,11,55.5983,919.808,gen0022_theta_nd_0011.npy,gen0022_A_nd_0011.npy
22,12,44.9731,906.426,gen0022_theta_nd_0012.npy,gen0022_A_nd_0012.npy
22,13,57.5878,920.679,gen0022_theta_nd_0013.npy,gen0022_A_nd_0013.npy
22,14,48.1898,908.959,gen0022_theta_nd_0014.npy,gen0022_A_nd_0014.npy
22,15,52.9545,915.232,gen0022_theta_nd_0015.npy,gen0022_A_nd_0015.npy
22,16,51.9056,911.653,gen0022_theta_nd_0016.npy,gen0022_A_nd_0016.npy
23,0,54.7489,917.071,gen0023_theta_nd_0000.npy,gen0023_A_nd_0000.npy
23,1,50.0521,911.226,gen0023_theta_nd_0001.npy,gen0023_A_nd_0001.npy
23,2,53.0144,916.143,gen0023_theta_nd_0002.npy,gen0023_A_nd_0002.npy
23,3,54.2563,916.33,gen0023_theta_nd_0003.npy,gen0023_A_nd_0003.npy
23,4,56.9883,920.488,gen0023_theta_nd_0004.npy,gen0023_A_nd_0004.npy
23,5,43.9098,905.572,gen0023_theta_nd_0005.npy,gen0023_A_nd_0005.npy
23,6,58.0644,921.153,gen0023_theta_nd_0006.npy,gen0023_A_nd_0006.npy
23,7,56.5287,920.0,gen0023_theta_nd_0007.npy,gen0023_A_nd_0007.npy
23,8,44.9731,906.426,gen0023_theta_nd_0008.npy,gen0023_A_nd_0008.npy
23,9,57.5878,920.679,gen0023_theta_nd_0009.npy,gen0023_A_nd_0009.npy
23,10,48.1898,908.959,gen0023_theta_nd_0010.npy,gen0023_A_nd_0010.npy
23,11,52.9545,915.232,gen0023_theta_nd_0011.npy,gen0023_A_nd_0011.npy
23,12,51.9056,911.653,gen0023_theta_nd_0012.npy,gen0023_A_nd_0012.npy
23,13,56.0707,918.856,gen0023_theta_nd_0013.npy,gen0023_A_nd_0013.npy
23,14,45.8005,908.703,gen0023_theta_nd_0014.npy,gen0023_A_nd_0014.npy
23,15,44.8635,906.157,gen0023_theta_nd_0015.npy,gen0023_A_nd_0015.npy
23,16,52.4408,912.833,gen0023_theta_nd_0016.npy,gen0023_A_nd_0016.npy
23,17,56.4507,919.897,gen0023_theta_nd_0017.npy,gen0023_A_nd_0017.npy
23,18,55.5105,917.448,gen0023_theta_nd_0018.npy,gen0023_A_nd_0018.npy
23,19,48.7584,910.719,gen0023_theta_nd_0019.npy,gen0023_A_nd_0019.npy
23,20,48.5607,909.411,gen0023_theta_nd_0020.npy,gen0023_A_nd_0020.npy
24,0,54.7489,917.071,gen0024_theta_nd_0000.npy,gen0024_A_nd_0000.npy
24,1,54.2563,916.33,gen0024_theta_nd_0001.npy,gen0024_A_nd_0001.npy
24,2,43.9098,905.572,gen0024_theta_nd_0002.npy,gen0024_A_nd_0002.npy
24,3,44.9731,906.426,gen0024_theta_nd_0003.npy,gen0024_A_nd_0003.npy
24,4,57.5878,920.679,gen0024_theta_nd_0004.npy,gen0024_A_nd_0004.npy
24,5,51.9056,911.653,gen0024_theta_nd_0005.npy,gen0024_A_nd_0005.npy
24,6,44.8635,906.157,gen0024_theta_nd_0006.npy,gen0024_A_nd_0006.npy
24,7,52.4408,912.833,gen0024_theta_nd_0007.npy,gen0024_A_nd_0007.npy
24,8,55.5105,917.448,gen0024_theta_nd_0008.npy,gen0024_A_nd_0008.npy
24,9,49.3631,909.26,gen0024_theta_nd_0009.npy,gen0024_A_nd_0009.npy
24,10,48.6613,908.759,gen0024_theta_nd_0010.npy,gen0024_A_nd_0010.npy
24,11,43.5623,901.387,gen0024_theta_nd_0011.npy,gen0024_A_nd_0011.npy
24,12,46.3038,908.065,gen0024_theta_nd_0012.npy,gen0024_A_nd_0012.npy
24,13,57.1743,918.636,gen0024_theta_nd_0013.npy,gen0024_A_nd_0013.npy
24,14,58.0722,920.739,gen0024_theta_nd_0014.npy,gen0024_A_nd_0014.npy
24,15,50.8627,911.069,gen0024_theta_nd_0015.npy,gen0024_A_nd_0015.npy
24,16,54.1198,914.713,gen0024_theta_nd_0016.npy,gen0024_A_nd_0016.npy
25,0,54.7489,917.071,gen0025_theta_nd_0000.npy,gen0025_A_nd_0000.npy
25,1,54.2563,916.33,gen0025_theta_nd_0001.npy,gen0025_A_nd_0001.npy
25,2,51.9056,911.653,gen0025_theta_nd_0002.npy,gen0025_A_nd_0002.npy
25,3,52.4408,912.833,gen0025_theta_nd_0003.npy,gen0025_A_nd_0003.npy
25,4,55.5105,917.448,gen0025_theta_nd_0004.npy,gen0025_A_nd_0004.npy
25,5,48.6613,908.759,gen0025_theta_nd_0005.npy,gen0025_A_nd_0005.npy
25,6,57.1743,918.636,gen0025_theta_nd_0006.npy,gen0025_A_nd_0006.npy
25,7,50.8627,911.069,gen0025_theta_nd_0007.npy,gen0025_A_nd_0007.npy
25,8,54.1198,914.713,gen0025_theta_nd_0008.npy,gen0025_A_nd_0008.npy
25,9,48.3274,907.495,gen0025_theta_nd_0009.npy,gen0025_A_nd_0009.npy
25,10,45.1899,900.944,gen0025_theta_nd_0010.npy,gen0025_A_nd_0010.npy
25,11,57.5034,920.244,gen0025_theta_nd_0011.npy,gen0025_A_nd_0011.npy
25,12,53.0997,914.387,gen0025_theta_nd_0012.npy,gen0025_A_nd_0012.npy
25,13,49.6621,908.858,gen0025_theta_nd_0013.npy,gen0025_A_nd_0013.npy
25,14,45.621,903.632,gen0025_theta_nd_0014.npy,gen0025_A_nd_0014.npy
25,15,55.2487,917.436,gen0025_theta_nd_0015.npy,gen0025_A_nd_0015.npy
25,16,58.1335,920.36,gen0025_theta_nd_0016.npy,gen0025_A_nd_0016.npy
25,17,47.5875,906.257,gen0025_theta_nd_0017.npy,gen0025_A_nd_0017.npy
25,18,47.6994,906.726,gen0025_theta_nd_0018.npy,gen0025_A_nd_0018.npy
26,0,54.2563,916.33,gen0026_theta_nd_0000.npy,gen0026_A_nd_0000.npy
26,1,51.9056,911.653,gen0026_theta_nd_0001.npy,gen0026_A_nd_0001.npy
