gen,nd_rank,GDP,GHG,theta_filename,A_filename
99,22,54.873,895.512,gen0099_theta_nd_0022.npy,gen0099_A_nd_0022.npy
99,23,62.346,910.366,gen0099_theta_nd_0023.npy,gen0099_A_nd_0023.npy
99,24,59.174,904.043,gen0099_theta_nd_0024.npy,gen0099_A_nd_0024.npy
99,25,54.231,893.685,gen0099_theta_nd_0025.npy,gen0099_A_nd_0025.npy
99,26,55.601,897.349,gen0099_theta_nd_0026.npy,gen0099_A_nd_0026.npy
99,27,56.2938,899.6,gen0099_theta_nd_0027.npy,gen0099_A_nd_0027.npy
99,28,47.2421,881.388,gen0099_theta_nd_0028.npy,gen0099_A_nd_0028.npy
99,29,56.1299,899.016,gen0099_theta_nd_0029.npy,gen0099_A_nd_0029.npy
99,30,51.8687,890.47,gen0099_theta_nd_0030.npy,gen0099_A_nd_0030.npy
99,31,58.8262,903.392,gen0099_theta_nd_0031.npy,gen0099_A_nd_0031.npy
99,32,63.4763,912.355,gen0099_theta_nd_0032.npy,gen0099_A_nd_0032.npy
99,33,47.4102,882.097,gen0099_theta_nd_0033.npy,gen0099_A_nd_0033.npy
99,34,60.2966,906.289,gen0099_theta_nd_0034.npy,gen0099_A_nd_0034.npy
99,35,54.7547,895.262,gen0099_theta_nd_0035.npy,gen0099_A_nd_0035.npy
99,36,48.1514,883.144,gen0099_theta_nd_0036.npy,gen0099_A_nd_0036.npy
99,37,56.4385,900.171,gen0099_theta_nd_0037.npy,gen0099_A_nd_0037.npy
99,38,61.4875,908.64,gen0099_theta_nd_0038.npy,gen0099_A_nd_0038.npy
99,39,55.1325,896.128,gen0099_theta_nd_0039.npy,gen0099_A_nd_0039.npy
99,40,52.9474,892.739,gen0099_theta_nd_0040.npy,gen0099_A_nd_0040.npy
99,41,52.5406,891.473,gen0099_theta_nd_0041.npy,gen0099_A_nd_0041.npy
99,42,51.5364,889.566,gen0099_theta_nd_0042.npy,gen0099_A_nd_0042.npy
99,43,47.1577,880.842,gen0099_theta_nd_0043.npy,gen0099_A_nd_0043.npy
99,44,60.847,906.926,gen0099_theta_nd_0044.npy,gen0099_A_nd_0044.npy
99,45,50.4529,887.934,gen0099_theta_nd_0045.npy,gen0099_A_nd_0045.npy
99,46,48.2155,883.801,gen0099_theta_nd_0046.npy,gen0099_A_nd_0046.npy
99,47,62.7998,911.202,gen0099_theta_nd_0047.npy,gen0099_A_nd_0047.npy
99,48,52.1839,891.287,gen0099_theta_nd_0048.npy,gen0099_A_nd_0048.npy
99,49,61.6585,909.764,gen0099_theta_nd_0049.npy,gen0099_A_nd_0049.npy
99,50,51.6024,889.948,gen0099_theta_nd_0050.npy,gen0099_A_nd_0050.npy
99,51,55.3657,896.997,gen0099_theta_nd_0051.npy,gen0099_A_nd_0051.npy
99,52,48.9907,884.099,gen0099_theta_nd_0052.npy,gen0099_A_nd_0052.npy
99,53,48.2361,883.934,gen0099_theta_nd_0053.npy,gen0099_A_nd_0053.npy
99,54,51.144,889.46,gen0099_theta_nd_0054.npy,gen0099_A_nd_0054.npy
99,55,55.3478,896.904,gen0099_theta_nd_0055.npy,gen0099_A_nd_0055.npy
99,56,55.9954,898.674,gen0099_theta_nd_0056.npy,gen0099_A_nd_0056.npy
99,57,54.7567,895.428,gen0099_theta_nd_0057.npy,gen0099_A_nd_0057.npy
99,58,58.2655,902.767,gen0099_theta_nd_0058.npy,gen0099_A_nd_0058.npy
99,59,49.6337,886.266,gen0099_theta_nd_0059.npy,gen0099_A_nd_0059.npy
99,60,58.918,903.877,gen0099_theta_nd_0060.npy,gen0099_A_nd_0060.npy
100,0,58.3467,903.143,gen0100_theta_nd_0000.npy,gen0100_A_nd_0000.npy
100,1,57.3276,900.652,gen0100_theta_nd_0001.npy,gen0100_A_nd_0001.npy
100,2,56.4385,900.171,gen0100_theta_nd_0002.npy,gen0100_A_nd_0002.npy
100,3,47.4102,882.097,gen0100_theta_nd_0003.npy,gen0100_A_nd_0003.npy
100,4,51.9019,890.664,gen0100_theta_nd_0004.npy,gen0100_A_nd_0004.npy
100,5,54.231,893.685,gen0100_theta_nd_0005.npy,gen0100_A_nd_0005.npy
100,6,60.2966,906.289,gen0100_theta_nd_0006.npy,gen0100_A_nd_0006.npy
100,7,61.981,909.591,gen0100_theta_nd_0007.npy,gen0100_A_nd_0007.npy
100,8,50.2034,887.349,gen0100_theta_nd_0008.npy,gen0100_A_nd_0008.npy
100,9,58.0295,901.725,gen0100_theta_nd_0009.npy,gen0100_A_nd_0009.npy
100,10,54.7547,895.262,gen0100_theta_nd_0010.npy,gen0100_A_nd_0010.npy
100,11,53.5839,893.643,gen0100_theta_nd_0011.npy,gen0100_A_nd_0011.npy
100,12,49.8354,886.828,gen0100_theta_nd_0012.npy,gen0100_A_nd_0012.npy
100,13,59.174,904.043,gen0100_theta_nd_0013.npy,gen0100_A_nd_0013.npy
100,14,58.8697,903.346,gen0100_theta_nd_0014.npy,gen0100_A_nd_0014.npy
100,15,55.3657,896.997,gen0100_theta_nd_0015.npy,gen0100_A_nd_0015.npy
100,16,59.3173,904.793,gen0100_theta_nd_0016.npy,gen0100_A_nd_0016.npy
100,17,47.6369,882.624,gen0100_theta_nd_0017.npy,gen0100_A_nd_0017.npy
100,18,62.7998,911.202,gen0100_theta_nd_0018.npy,gen0100_A_nd_0018.npy
100,19,52.1839,891.287,gen0100_theta_nd_0019.npy,gen0100_A_nd_0019.npy
100,20,49.7009,886.272,gen0100_theta_nd_0020.npy,gen0100_A_nd_0020.npy
100,21,45.7491,880.052,gen0100_theta_nd_0021.npy,gen0100_A_nd_0021.npy
100,22,53.4204,893.542,gen0100_theta_nd_0022.npy,gen0100_A_nd_0022.npy
100,23,47.1577,880.842,gen0100_theta_nd_0023.npy,gen0100_A_nd_0023.npy
100,24,52.5406,891.473,gen0100_theta_nd_0024.npy,gen0100_A_nd_0024.npy
100,25,62.5484,909.983,gen0100_theta_nd_0025.npy,gen0100_A_nd_0025.npy
100,26,54.3872,894.676,gen0100_theta_nd_0026.npy,gen0100_A_nd_0026.npy
100,27,50.6582,888.229,gen0100_theta_nd_0027.npy,gen0100_A_nd_0027.npy
100,28,48.1514,883.144,gen0100_theta_nd_0028.npy,gen0100_A_nd_0028.npy
100,29,48.2155,883.801,gen0100_theta_nd_0029.npy,gen0100_A_nd_0029.npy
100,30,56.2938,899.6,gen0100_theta_nd_0030.npy,gen0100_A_nd_0030.npy
100,31,53.2891,892.064,gen0100_theta_nd_0031.npy,gen0100_A_nd_0031.npy
100,32,50.4529,887.934,gen0100_theta_nd_0032.npy,gen0100_A_nd_0032.npy
100,33,55.601,897.349,gen0100_theta_nd_0033.npy,gen0100_A_nd_0033.npy
100,34,61.4875,908.64,gen0100_theta_nd_0034.npy,gen0100_A_nd_0034.npy
100,35,56.1299,899.016,gen0100_theta_nd_0035.npy,gen0100_A_nd_0035.npy
100,36,61.173,907.701,gen0100_theta_nd_0036.npy,gen0100_A_nd_0036.npy
100,37,51.6024,889.948,gen0100_theta_nd_0037.npy,gen0100_A_nd_0037.npy
100,38,60.847,906.926,gen0100_theta_nd_0038.npy,gen0100_A_nd_0038.npy
100,39,55.1325,896.128,gen0100_theta_nd_0039.npy,gen0100_A_nd_0039.npy
100,40,60.0983,905.484,gen0100_theta_nd_0040.npy,gen0100_A_nd_0040.npy
100,41,50.9793,889.06,gen0100_theta_nd_0041.npy,gen0100_A_nd_0041.npy
100,42,51.5364,889.566,gen0100_theta_nd_0042.npy,gen0100_A_nd_0042.npy
100,43,63.4763,912.355,gen0100_theta_nd_0043.npy,gen0100_A_nd_0043.npy
100,44,57.5874,901.398,gen0100_theta_nd_0044.npy,gen0100_A_nd_0044.npy
100,45,54.873,895.512,gen0100_theta_nd_0045.npy,gen0100_A_nd_0045.npy
100,46,48.9907,884.099,gen0100_theta_nd_0046.npy,gen0100_A_nd_0046.npy
100,47,58.197,902.333,gen0100_theta_nd_0047.npy,gen0100_A_nd_0047.npy
100,48,49.4799,885.177,gen0100_theta_nd_0048.npy,gen0100_A_nd_0048.npy
100,49,49.2438,884.742,gen0100_theta_nd_0049.npy,gen0100_A_nd_0049.npy
100,50,47.2421,881.388,gen0100_theta_nd_0050.npy,gen0100_A_nd_0050.npy
100,51,46.9267,880.394,gen0100_theta_nd_0051.npy,gen0100_A_nd_0051.npy
100,52,54.7567,895.428,gen0100_theta_nd_0052.npy,gen0100_A_nd_0052.npy
100,53,55.36,896.411,gen0100_theta_nd_0053.npy,gen0100_A_nd_0053.npy
100,54,55.9954,898.674,gen0100_theta_nd_0054.npy,gen0100_A_nd_0054.npy
100,55,58.7437,903.264,gen0100_theta_nd_0055.npy,gen0100_A_nd_0055.npy
100,56,48.2361,883.934,gen0100_theta_nd_0056.npy,gen0100_A_nd_0056.npy
100,57,50.6025,887.999,gen0100_theta_nd_0057.npy,gen0100_A_nd_0057.npy
100,58,55.5298,897.314,gen0100_theta_nd_0058.npy,gen0100_A_nd_0058.npy
100,59,60.8928,907.348,gen0100_theta_nd_0059.npy,gen0100_A_nd_0059.npy
100,60,54.498,894.838,gen0100_theta_nd_0060.npy,gen0100_A_nd_0060.npy
101,0,57.5874,901.398,gen0101_theta_nd_0000.npy,gen0101_A_nd_0000.npy
101,1,52.9127,891.717,gen0101_theta_nd_0001.npy,gen0101_A_nd_0001.npy
101,2,55.9848,898.424,gen0101_theta_nd_0002.npy,gen0101_A_nd_0002.npy
101,3,60.2966,906.289,gen0101_theta_nd_0003.npy,gen0101_A_nd_0003.npy
101,4,62.0395,909.15,gen0101_theta_nd_0004.npy,gen0101_A_nd_0004.npy
101,5,53.5839,893.643,gen0101_theta_nd_0005.npy,gen0101_A_nd_0005.npy
101,6,56.2938,899.6,gen0101_theta_nd_0006.npy,gen0101_A_nd_0006.npy
101,7,58.3467,903.143,gen0101_theta_nd_0007.npy,gen0101_A_nd_0007.npy
101,8,59.3173,904.793,gen0101_theta_nd_0008.npy,gen0101_A_nd_0008.npy
101,9,54.873,895.512,gen0101_theta_nd_0009.npy,gen0101_A_nd_0009.npy
101,10,55.601,897.349,gen0101_theta_nd_0010.npy,gen0101_A_nd_0010.npy
101,11,47.2421,881.388,gen0101_theta_nd_0011.npy,gen0101_A_nd_0011.npy
101,12,49.8763,886.233,gen0101_theta_nd_0012.npy,gen0101_A_nd_0012.npy
101,13,48.2155,883.801,gen0101_theta_nd_0013.npy,gen0101_A_nd_0013.npy
101,14,47.6369,882.624,gen0101_theta_nd_0014.npy,gen0101_A_nd_0014.npy
101,15,50.9793,889.06,gen0101_theta_nd_0015.npy,gen0101_A_nd_0015.npy
101,16,53.2891,892.064,gen0101_theta_nd_0016.npy,gen0101_A_nd_0016.npy
101,17,60.847,906.926,gen0101_theta_nd_0017.npy,gen0101_A_nd_0017.npy
101,18,48.1514,883.144,gen0101_theta_nd_0018.npy,gen0101_A_nd_0018.npy
101,19,50.6582,888.229,gen0101_theta_nd_0019.npy,gen0101_A_nd_0019.npy
101,20,47.4102,882.097,gen0101_theta_nd_0020.npy,gen0101_A_nd_0020.npy
101,21,47.2019,880.817,gen0101_theta_nd_0021.npy,gen0101_A_nd_0021.npy
101,22,55.3657,896.997,gen0101_theta_nd_0022.npy,gen0101_A_nd_0022.npy
101,23,54.231,893.685,gen0101_theta_nd_0023.npy,gen0101_A_nd_0023.npy
101,24,46.9267,880.394,gen0101_theta_nd_0024.npy,gen0101_A_nd_0024.npy
101,25,62.5484,909.983,gen0101_theta_nd_0025.npy,gen0101_A_nd_0025.npy
101,26,51.6024,889.948,gen0101_theta_nd_0026.npy,gen0101_A_nd_0026.npy
101,27,61.2421,907.623,gen0101_theta_nd_0027.npy,gen0101_A_nd_0027.npy
101,28,54.6698,895.001,gen0101_theta_nd_0028.npy,gen0101_A_nd_0028.npy
101,29,49.6686,885.774,gen0101_theta_nd_0029.npy,gen0101_A_nd_0029.npy
101,30,58.0295,901.725,gen0101_theta_nd_0030.npy,gen0101_A_nd_0030.npy
101,31,52.1839,891.287,gen0101_theta_nd_0031.npy,gen0101_A_nd_0031.npy
101,32,52.5406,891.473,gen0101_theta_nd_0032.npy,gen0101_A_nd_0032.npy
101,33,58.197,902.333,gen0101_theta_nd_0033.npy,gen0101_A_nd_0033.npy
101,34,51.9019,890.664,gen0101_theta_nd_0034.npy,gen0101_A_nd_0034.npy
101,35,48.9907,884.099,gen0101_theta_nd_0035.npy,gen0101_A_nd_0035.npy
101,36,56.1299,899.016,gen0101_theta_nd_0036.npy,gen0101_A_nd_0036.npy
101,37,61.6971,908.697,gen0101_theta_nd_0037.npy,gen0101_A_nd_0037.npy
101,38,53.3982,893.406,gen0101_theta_nd_0038.npy,gen0101_A_nd_0038.npy
101,39,51.5364,889.566,gen0101_theta_nd_0039.npy,gen0101_A_nd_0039.npy
101,40,56.4385,900.171,gen0101_theta_nd_0040.npy,gen0101_A_nd_0040.npy
101,41,50.2034,887.349,gen0101_theta_nd_0041.npy,gen0101_A_nd_0041.npy
101,42,45.7491,880.052,gen0101_theta_nd_0042.npy,gen0101_A_nd_0042.npy
101,43,60.0983,905.484,gen0101_theta_nd_0043.npy,gen0101_A_nd_0043.npy
101,44,50.4529,887.934,gen0101_theta_nd_0044.npy,gen0101_A_nd_0044.npy
101,45,62.7998,911.202,gen0101_theta_nd_0045.npy,gen0101_A_nd_0045.npy
101,46,55.1325,896.128,gen0101_theta_nd_0046.npy,gen0101_A_nd_0046.npy
101,47,49.2438,884.742,gen0101_theta_nd_0047.npy,gen0101_A_nd_0047.npy
101,48,59.174,904.043,gen0101_theta_nd_0048.npy,gen0101_A_nd_0048.npy
101,49,61.5005,908.316,gen0101_theta_nd_0049.npy,gen0101_A_nd_0049.npy
101,50,63.4763,912.355,gen0101_theta_nd_0050.npy,gen0101_A_nd_0050.npy
101,51,58.8697,903.346,gen0101_theta_nd_0051.npy,gen0101_A_nd_0051.npy
101,52,54.3872,894.676,gen0101_theta_nd_0052.npy,gen0101_A_nd_0052.npy
101,53,57.3276,900.652,gen0101_theta_nd_0053.npy,gen0101_A_nd_0053.npy
101,54,49.4799,885.177,gen0101_theta_nd_0054.npy,gen0101_A_nd_0054.npy
101,55,54.7567,895.428,gen0101_theta_nd_0055.npy,gen0101_A_nd_0055.npy
101,56,58.236,902.558,gen0101_theta_nd_0056.npy,gen0101_A_nd_0056.npy
101,57,51.568,889.655,gen0101_theta_nd_0057.npy,gen0101_A_nd_0057.npy
101,58,59.1803,904.545,gen0101_theta_nd_0058.npy,gen0101_A_nd_0058.npy
101,59,48.0022,883.124,gen0101_theta_nd_0059.npy,gen0101_A_nd_0059.npy
101,60,54.7547,895.262,gen0101_theta_nd_0060.npy,gen0101_A_nd_0060.npy
102,0,57.3276,900.652,gen0102_theta_nd_0000.npy,gen0102_A_nd_0000.npy
102,1,47.2019,880.817,gen0102_theta_nd_0001.npy,gen0102_A_nd_0001.npy
102,2,61.6971,908.697,gen0102_theta_nd_0002.npy,gen0102_A_nd_0002.npy
102,3,49.2438,884.742,gen0102_theta_nd_0003.npy,gen0102_A_nd_0003.npy
102,4,61.5005,908.316,gen0102_theta_nd_0004.npy,gen0102_A_nd_0004.npy
102,5,56.2938,899.6,gen0102_theta_nd_0005.npy,gen0102_A_nd_0005.npy
102,6,52.9127,891.717,gen0102_theta_nd_0006.npy,gen0102_A_nd_0006.npy
102,7,54.3768,894.555,gen0102_theta_nd_0007.npy,gen0102_A_nd_0007.npy
102,8,60.847,906.926,gen0102_theta_nd_0008.npy,gen0102_A_nd_0008.npy
102,9,60.6556,906.657,gen0102_theta_nd_0009.npy,gen0102_A_nd_0009.npy
102,10,48.2846,883.21,gen0102_theta_nd_0010.npy,gen0102_A_nd_0010.npy
102,11,55.601,897.349,gen0102_theta_nd_0011.npy,gen0102_A_nd_0011.npy
102,12,52.441,891.048,gen0102_theta_nd_0012.npy,gen0102_A_nd_0012.npy
102,13,48.9907,884.099,gen0102_theta_nd_0013.npy,gen0102_A_nd_0013.npy
102,14,47.3937,881.492,gen0102_theta_nd_0014.npy,gen0102_A_nd_0014.npy
102,15,58.197,902.333,gen0102_theta_nd_0015.npy,gen0102_A_nd_0015.npy
102,16,49.4799,885.177,gen0102_theta_nd_0016.npy,gen0102_A_nd_0016.npy
102,17,52.5406,891.473,gen0102_theta_nd_0017.npy,gen0102_A_nd_0017.npy
102,18,50.9793,889.06,gen0102_theta_nd_0018.npy,gen0102_A_nd_0018.npy
102,19,58.0295,901.725,gen0102_theta_nd_0019.npy,gen0102_A_nd_0019.npy
102,20,53.2891,892.064,gen0102_theta_nd_0020.npy,gen0102_A_nd_0020.npy
102,21,53.5839,893.643,gen0102_theta_nd_0021.npy,gen0102_A_nd_0021.npy
102,22,62.5484,909.983,gen0102_theta_nd_0022.npy,gen0102_A_nd_0022.npy
102,23,56.8904,900.48,gen0102_theta_nd_0023.npy,gen0102_A_nd_0023.npy
102,24,56.1299,899.016,gen0102_theta_nd_0024.npy,gen0102_A_nd_0024.npy
102,25,54.6698,895.001,gen0102_theta_nd_0025.npy,gen0102_A_nd_0025.npy
102,26,60.0983,905.484,gen0102_theta_nd_0026.npy,gen0102_A_nd_0026.npy
102,27,54.873,895.512,gen0102_theta_nd_0027.npy,gen0102_A_nd_0027.npy
102,28,59.3173,904.793,gen0102_theta_nd_0028.npy,gen0102_A_nd_0028.npy
102,29,50.2741,887.45,gen0102_theta_nd_0029.npy,gen0102_A_nd_0029.npy
102,30,62.0395,909.15,gen0102_theta_nd_0030.npy,gen0102_A_nd_0030.npy
102,31,49.6686,885.774,gen0102_theta_nd_0031.npy,gen0102_A_nd_0031.npy
102,32,50.2034,887.349,gen0102_theta_nd_0032.npy,gen0102_A_nd_0032.npy
102,33,55.3742,896.792,gen0102_theta_nd_0033.npy,gen0102_A_nd_0033.npy
102,34,54.231,893.685,gen0102_theta_nd_0034.npy,gen0102_A_nd_0034.npy
102,35,53.4621,892.58,gen0102_theta_nd_0035.npy,gen0102_A_nd_0035.npy
102,36,51.5636,889.407,gen0102_theta_nd_0036.npy,gen0102_A_nd_0036.npy
102,37,57.5905,901.222,gen0102_theta_nd_0037.npy,gen0102_A_nd_0037.npy
102,38,60.2966,906.289,gen0102_theta_nd_0038.npy,gen0102_A_nd_0038.npy
102,39,62.7998,911.202,gen0102_theta_nd_0039.npy,gen0102_A_nd_0039.npy
102,40,51.9019,890.664,gen0102_theta_nd_0040.npy,gen0102_A_nd_0040.npy
102,41,63.4763,912.355,gen0102_theta_nd_0041.npy,gen0102_A_nd_0041.npy
102,42,56.0091,898.389,gen0102_theta_nd_0042.npy,gen0102_A_nd_0042.npy
102,43,46.2144,879.237,gen0102_theta_nd_0043.npy,gen0102_A_nd_0043.npy
102,44,59.2558,902.939,gen0102_theta_nd_0044.npy,gen0102_A_nd_0044.npy
102,45,51.6024,889.948,gen0102_theta_nd_0045.npy,gen0102_A_nd_0045.npy
102,46,61.2421,907.623,gen0102_theta_nd_0046.npy,gen0102_A_nd_0046.npy
102,47,55.1325,896.128,gen0102_theta_nd_0047.npy,gen0102_A_nd_0047.npy
102,48,50.6582,888.229,gen0102_theta_nd_0048.npy,gen0102_A_nd_0048.npy
102,49,49.8763,886.233,gen0102_theta_nd_0049.npy,gen0102_A_nd_0049.npy
102,50,46.9267,880.394,gen0102_theta_nd_0050.npy,gen0102_A_nd_0050.npy
102,51,54.3872,894.676,gen0102_theta_nd_0051.npy,gen0102_A_nd_0051.npy
102,52,47.667,881.696,gen0102_theta_nd_0052.npy,gen0102_A_nd_0052.npy
102,53,58.1552,902.124,gen0102_theta_nd_0053.npy,gen0102_A_nd_0053.npy
102,54,50.7004,888.241,gen0102_theta_nd_0054.npy,gen0102_A_nd_0054.npy
102,55,55.7237,898.048,gen0102_theta_nd_0055.npy,gen0102_A_nd_0055.npy
102,56,48.1816,882.962,gen0102_theta_nd_0056.npy,gen0102_A_nd_0056.npy
102,57,58.4485,902.444,gen0102_theta_nd_0057.npy,gen0102_A_nd_0057.npy
102,58,56.4385,900.171,gen0102_theta_nd_0058.npy,gen0102_A_nd_0058.npy
102,59,54.7567,895.428,gen0102_theta_nd_0059.npy,gen0102_A_nd_0059.npy
102,60,55.4145,897.199,gen0102_theta_nd_0060.npy,gen0102_A_nd_0060.npy
103,0,55.7237,898.048,gen0103_theta_nd_0000.npy,gen0103_A_nd_0000.npy
103,1,57.5598,900.76,gen0103_theta_nd_0001.npy,gen0103_A_nd_0001.npy
103,2,55.3798,897.031,gen0103_theta_nd_0002.npy,gen0103_A_nd_0002.npy
103,3,46.9267,880.394,gen0103_theta_nd_0003.npy,gen0103_A_nd_0003.npy
103,4,51.6024,889.948,gen0103_theta_nd_0004.npy,gen0103_A_nd_0004.npy
103,5,58.4485,902.444,gen0103_theta_nd_0005.npy,gen0103_A_nd_0005.npy
103,6,60.847,906.926,gen0103_theta_nd_0006.npy,gen0103_A_nd_0006.npy
103,7,55.1325,896.128,gen0103_theta_nd_0007.npy,gen0103_A_nd_0007.npy
103,8,56.8904,900.48,gen0103_theta_nd_0008.npy,gen0103_A_nd_0008.npy
103,9,50.161,887.023,gen0103_theta_nd_0009.npy,gen0103_A_nd_0009.npy
103,10,50.2741,887.45,gen0103_theta_nd_0010.npy,gen0103_A_nd_0010.npy
103,11,48.4381,883.667,gen0103_theta_nd_0011.npy,gen0103_A_nd_0011.npy
103,12,59.2558,902.939,gen0103_theta_nd_0012.npy,gen0103_A_nd_0012.npy
103,13,59.4383,904.493,gen0103_theta_nd_0013.npy,gen0103_A_nd_0013.npy
103,14,53.2891,892.064,gen0103_theta_nd_0014.npy,gen0103_A_nd_0014.npy
103,15,48.3909,883.016,gen0103_theta_nd_0015.npy,gen0103_A_nd_0015.npy
103,16,53.4621,892.58,gen0103_theta_nd_0016.npy,gen0103_A_nd_0016.npy
103,17,62.7998,911.202,gen0103_theta_nd_0017.npy,gen0103_A_nd_0017.npy
103,18,62.5484,909.983,gen0103_theta_nd_0018.npy,gen0103_A_nd_0018.npy
103,19,61.5005,908.316,gen0103_theta_nd_0019.npy,gen0103_A_nd_0019.npy
103,20,54.6698,895.001,gen0103_theta_nd_0020.npy,gen0103_A_nd_0020.npy
103,21,60.0983,905.484,gen0103_theta_nd_0021.npy,gen0103_A_nd_0021.npy
103,22,47.3937,881.492,gen0103_theta_nd_0022.npy,gen0103_A_nd_0022.npy
103,23,50.9434,888.417,gen0103_theta_nd_0023.npy,gen0103_A_nd_0023.npy
103,24,56.8028,899.895,gen0103_theta_nd_0024.npy,gen0103_A_nd_0024.npy
103,25,59.1368,902.653,gen0103_theta_nd_0025.npy,gen0103_A_nd_0025.npy
103,26,62.3987,909.699,gen0103_theta_nd_0026.npy,gen0103_A_nd_0026.npy
103,27,49.2438,884.742,gen0103_theta_nd_0027.npy,gen0103_A_nd_0027.npy
103,28,62.0395,909.15,gen0103_theta_nd_0028.npy,gen0103_A_nd_0028.npy
103,29,59.7781,905.292,gen0103_theta_nd_0029.npy,gen0103_A_nd_0029.npy
103,30,49.8763,886.233,gen0103_theta_nd_0030.npy,gen0103_A_nd_0030.npy
103,31,51.5636,889.407,gen0103_theta_nd_0031.npy,gen0103_A_nd_0031.npy
103,32,48.9907,884.099,gen0103_theta_nd_0032.npy,gen0103_A_nd_0032.npy
103,33,58.2489,901.706,gen0103_theta_nd_0033.npy,gen0103_A_nd_0033.npy
103,34,49.6686,885.774,gen0103_theta_nd_0034.npy,gen0103_A_nd_0034.npy
103,35,63.4763,912.355,gen0103_theta_nd_0035.npy,gen0103_A_nd_0035.npy
103,36,54.393,894.405,gen0103_theta_nd_0036.npy,gen0103_A_nd_0036.npy
103,37,56.2938,899.6,gen0103_theta_nd_0037.npy,gen0103_A_nd_0037.npy
103,38,60.2966,906.289,gen0103_theta_nd_0038.npy,gen0103_A_nd_0038.npy
103,39,54.231,893.685,gen0103_theta_nd_0039.npy,gen0103_A_nd_0039.npy
103,40,51.9019,890.664,gen0103_theta_nd_0040.npy,gen0103_A_nd_0040.npy
103,41,53.8519,893.557,gen0103_theta_nd_0041.npy,gen0103_A_nd_0041.npy
103,42,49.4799,885.177,gen0103_theta_nd_0042.npy,gen0103_A_nd_0042.npy
103,43,60.6556,906.657,gen0103_theta_nd_0043.npy,gen0103_A_nd_0043.npy
103,44,46.2144,879.237,gen0103_theta_nd_0044.npy,gen0103_A_nd_0044.npy
103,45,47.3641,880.907,gen0103_theta_nd_0045.npy,gen0103_A_nd_0045.npy
103,46,55.601,897.349,gen0103_theta_nd_0046.npy,gen0103_A_nd_0046.npy
103,47,54.873,895.512,gen0103_theta_nd_0047.npy,gen0103_A_nd_0047.npy
103,48,52.9127,891.717,gen0103_theta_nd_0048.npy,gen0103_A_nd_0048.npy
103,49,52.5406,891.473,gen0103_theta_nd_0049.npy,gen0103_A_nd_0049.npy
103,50,61.6971,908.697,gen0103_theta_nd_0050.npy,gen0103_A_nd_0050.npy
103,51,50.7045,888.072,gen0103_theta_nd_0051.npy,gen0103_A_nd_0051.npy
103,52,57.5905,901.222,gen0103_theta_nd_0052.npy,gen0103_A_nd_0052.npy
103,53,52.0106,890.904,gen0103_theta_nd_0053.npy,gen0103_A_nd_0053.npy
103,54,56.1492,898.361,gen0103_theta_nd_0054.npy,gen0103_A_nd_0054.npy
103,55,50.7983,888.403,gen0103_theta_nd_0055.npy,gen0103_A_nd_0055.npy
103,56,60.1837,905.907,gen0103_theta_nd_0056.npy,gen0103_A_nd_0056.npy
103,57,47.667,881.696,gen0103_theta_nd_0057.npy,gen0103_A_nd_0057.npy
103,58,55.3742,896.792,gen0103_theta_nd_0058.npy,gen0103_A_nd_0058.npy
103,59,48.1816,882.962,gen0103_theta_nd_0059.npy,gen0103_A_nd_0059.npy
103,60,57.3276,900.652,gen0103_theta_nd_0060.npy,gen0103_A_nd_0060.npy
104,0,50.4024,887.656,gen0104_theta_nd_0000.npy,gen0104_A_nd_0000.npy
104,1,54.6698,895.001,gen0104_theta_nd_0001.npy,gen0104_A_nd_0001.npy
104,2,45.9742,879.215,gen0104_theta_nd_0002.npy,gen0104_A_nd_0002.npy
104,3,60.2966,906.289,gen0104_theta_nd_0003.npy,gen0104_A_nd_0003.npy
104,4,54.231,893.685,gen0104_theta_nd_0004.npy,gen0104_A_nd_0004.npy
104,5,51.8343,890.337,gen0104_theta_nd_0005.npy,gen0104_A_nd_0005.npy
104,6,56.6261,899.058,gen0104_theta_nd_0006.npy,gen0104_A_nd_0006.npy
104,7,48.5957,883.601,gen0104_theta_nd_0007.npy,gen0104_A_nd_0007.npy
104,8,49.6686,885.774,gen0104_theta_nd_0008.npy,gen0104_A_nd_0008.npy
104,9,60.6556,906.657,gen0104_theta_nd_0009.npy,gen0104_A_nd_0009.npy
104,10,48.9907,884.099,gen0104_theta_nd_0010.npy,gen0104_A_nd_0010.npy
104,11,47.6214,881.447,gen0104_theta_nd_0011.npy,gen0104_A_nd_0011.npy
104,12,63.2807,911.198,gen0104_theta_nd_0012.npy,gen0104_A_nd_0012.npy
104,13,50.7045,888.072,gen0104_theta_nd_0013.npy,gen0104_A_nd_0013.npy
104,14,55.7237,898.048,gen0104_theta_nd_0014.npy,gen0104_A_nd_0014.npy
104,15,62.5484,909.983,gen0104_theta_nd_0015.npy,gen0104_A_nd_0015.npy
104,16,58.2489,901.706,gen0104_theta_nd_0016.npy,gen0104_A_nd_0016.npy
104,17,59.4383,904.493,gen0104_theta_nd_0017.npy,gen0104_A_nd_0017.npy
104,18,61.2602,907.042,gen0104_theta_nd_0018.npy,gen0104_A_nd_0018.npy
104,19,53.2891,892.064,gen0104_theta_nd_0019.npy,gen0104_A_nd_0019.npy
104,20,60.0983,905.484,gen0104_theta_nd_0020.npy,gen0104_A_nd_0020.npy
